order_id,customer_id,restaurant_name,cuisine_type,cost_of_the_order,day_of_the_week,rating,food_preparation_time,delivery_time
1478347,100870,Restaurant_138,Chinese,31.26,Weekday,4,32,32
1478348,100833,Restaurant_158,Chinese,26.88,Weekday,Not given,25,19
1478349,101015,Restaurant_70,Japanese,16.96,Weekday,Not given,26,27
1478350,100603,Restaurant_56,Italian,11.11,Weekend,3,24,32
1478351,100691,Restaurant_171,Southern,15.48,Weekday,Not given,28,16
1478352,100494,Restaurant_71,American,13.26,Weekday,4,33,18
1478353,100490,Restaurant_81,Mexican,9.92,Weekday,5,23,27
1478354,100721,Restaurant_61,Mediterranean,27.47,Weekend,4,33,30
1478355,101097,Restaurant_155,Mediterranean,12.27,Weekday,4,33,20
1478356,100509,Restaurant_105,American,18.52,Weekend,Not given,32,22
1478357,100390,Restaurant_140,Italian,16.41,Weekday,5,29,30
1478358,100295,Restaurant_141,Indian,34.86,Weekday,5,34,27
1478359,100796,Restaurant_56,American,16.57,Weekday,5,20,18
1478360,100865,Restaurant_70,Korean,6.94,Weekday,Not given,33,16
1478361,100549,Restaurant_154,Mediterranean,7.25,Weekday,4,27,23
1478362,100649,Restaurant_63,American,22.75,Weekday,Not given,34,32
1478363,100568,Restaurant_141,American,23.01,Weekend,Not given,27,31
1478364,100853,Restaurant_164,American,17.43,Weekday,5,26,22
1478365,100770,Restaurant_115,Mediterranean,17.83,Weekday,4,27,29
1478366,100445,Restaurant_138,Chinese,6.14,Weekday,Not given,21,23
1478367,100363,Restaurant_141,Italian,20.45,Weekday,4,22,31
1478368,100123,Restaurant_151,Italian,20.09,Weekday,Not given,28,16
1478369,100742,Restaurant_70,Indian,9.1,Weekday,5,20,20
1478370,100680,Restaurant_9,American,7.68,Weekday,5,35,19
1478371,100420,Restaurant_70,Chinese,8.29,Weekend,Not given,27,31
1478372,100092,Restaurant_122,Southern,7.6,Weekday,Not given,27,16
1478373,100063,Restaurant_72,Mediterranean,23.33,Weekday,Not given,26,32
1478374,100512,Restaurant_140,Thai,10.55,Weekend,3,32,24
1478375,101163,Restaurant_63,American,12.25,Weekend,Not given,33,24
1478376,100772,Restaurant_116,Chinese,9.84,Weekday,Not given,30,20
1478377,100256,Restaurant_35,Indian,34.11,Weekend,Not given,35,26
1478378,100135,Restaurant_140,Chinese,30.91,Weekday,4,24,31
1478379,100875,Restaurant_95,Mediterranean,11.6,Weekday,5,23,27
1478380,100822,Restaurant_36,Indian,14.6,Weekday,Not given,29,30
1478381,100088,Restaurant_52,American,10.96,Weekday,4,29,24
1478382,100988,Restaurant_140,Mediterranean,19.69,Weekday,4,32,16
1478383,101153,Restaurant_81,Korean,5.08,Weekend,4,34,16
1478384,100823,Restaurant_40,American,25.24,Weekday,4,29,21
1478385,101027,Restaurant_174,Mexican,20.66,Weekday,4,33,20
1478386,100974,Restaurant_135,Chinese,32.27,Weekday,5,29,15
1478387,100934,Restaurant_170,Italian,9.56,Weekend,Not given,25,26
1478388,100121,Restaurant_70,American,29.35,Weekday,4,31,27
1478389,101062,Restaurant_77,Indian,28.97,Weekday,4,35,26
1478390,101008,Restaurant_155,Korean,8.4,Weekday,5,30,23
1478391,100925,Restaurant_91,Mexican,16.8,Weekday,5,20,24
1478392,100645,Restaurant_130,American,9.73,Weekend,5,32,31
1478393,100714,Restaurant_51,Indian,12.35,Weekend,Not given,24,32
1478394,100860,Restaurant_71,Italian,12.61,Weekday,5,33,22
1478395,100021,Restaurant_25,Middle Eastern,21.68,Weekend,Not given,23,21
1478396,100242,Restaurant_36,Italian,17.2,Weekday,5,23,23
1478397,100455,Restaurant_1,Chinese,33.79,Weekend,5,26,24
1478398,100963,Restaurant_8,Chinese,8.38,Weekday,5,28,26
1478399,100621,Restaurant_177,Thai,34.6,Weekday,5,27,29
1478400,100303,Restaurant_47,Chinese,11.61,Weekday,Not given,30,29
1478401,100803,Restaurant_121,Thai,28.38,Weekday,Not given,32,18
1478402,100964,Restaurant_151,Chinese,14.96,Weekday,4,33,18
1478403,100069,Restaurant_97,Chinese,8.9,Weekday,5,31,15
1478404,101153,Restaurant_34,Mexican,31.01,Weekday,5,27,26
1478405,100196,Restaurant_135,Southern,14.03,Weekday,4,24,16
1478406,100140,Restaurant_113,Southern,24.85,Weekday,Not given,25,29
1478407,100283,Restaurant_135,Chinese,22.0,Weekday,5,21,31
1478408,100312,Restaurant_140,Italian,19.07,Weekend,Not given,35,21
1478409,100746,Restaurant_177,American,19.81,Weekday,4,32,20
1478410,100277,Restaurant_105,Mexican,27.13,Weekday,5,30,26
1478411,100061,Restaurant_56,Mexican,7.19,Weekday,4,35,15
1478412,100052,Restaurant_119,Mediterranean,25.14,Weekend,5,33,28
1478413,100153,Restaurant_12,Southern,32.19,Weekday,Not given,22,18
1478414,100544,Restaurant_155,Italian,6.26,Weekday,5,24,19
1478415,100567,Restaurant_23,Mexican,8.82,Weekend,Not given,21,15
1478416,100622,Restaurant_55,Mediterranean,26.64,Weekend,5,22,15
1478417,100314,Restaurant_142,French,18.0,Weekday,Not given,23,20
1478418,100807,Restaurant_113,American,16.96,Weekday,5,25,19
1478419,100848,Restaurant_70,Chinese,8.71,Weekday,Not given,24,16
1478420,100097,Restaurant_77,Italian,20.15,Weekend,Not given,29,19
1478421,100881,Restaurant_155,Chinese,8.39,Weekday,Not given,23,23
1478422,100829,Restaurant_56,Chinese,19.22,Weekday,4,32,29
1478423,100137,Restaurant_155,American,28.1,Weekend,Not given,35,27
1478424,101030,Restaurant_12,Indian,12.46,Weekday,5,34,26
1478425,101011,Restaurant_140,Chinese,19.35,Weekday,5,21,19
1478426,100109,Restaurant_153,American,35.16,Weekday,4,31,16
1478427,100547,Restaurant_35,Chinese,25.71,Weekday,5,30,18
1478428,101063,Restaurant_70,French,30.5,Weekday,Not given,24,32
1478429,100662,Restaurant_34,Middle Eastern,17.31,Weekday,5,24,24
1478430,100425,Restaurant_130,Mexican,28.23,Weekday,4,30,27
1478431,100630,Restaurant_93,Italian,5.72,Weekday,4,26,26
1478432,100261,Restaurant_117,Vietnamese,8.27,Weekend,4,20,16
1478433,100087,Restaurant_35,Chinese,10.75,Weekday,3,23,29
1478434,100465,Restaurant_39,Chinese,16.91,Weekend,5,30,28
1478435,100076,Restaurant_8,Chinese,30.64,Weekday,4,35,24
1478436,100471,Restaurant_54,American,15.18,Weekend,5,24,22
1478437,100414,Restaurant_102,Italian,24.72,Weekend,Not given,27,29
1478438,100825,Restaurant_155,Mediterranean,26.42,Weekday,Not given,31,27
1478439,100895,Restaurant_121,Indian,22.61,Weekend,Not given,34,22
1478440,100726,Restaurant_70,Italian,15.52,Weekend,5,31,28
1478441,100457,Restaurant_167,Southern,22.32,Weekday,5,35,15
1478442,100653,Restaurant_135,American,15.06,Weekday,5,27,27
1478443,100672,Restaurant_161,Chinese,7.07,Weekday,5,20,22
1478444,100495,Restaurant_92,Indian,35.19,Weekend,5,24,32
1478445,101069,Restaurant_51,Indian,8.41,Weekend,3,29,23
1478446,100597,Restaurant_10,American,6.71,Weekend,5,20,27
1478447,100450,Restaurant_135,Italian,31.65,Weekday,4,20,17
1478448,100485,Restaurant_25,Indian,13.81,Weekend,Not given,21,32
1478449,100646,Restaurant_53,Japanese,24.59,Weekday,Not given,21,24
1478450,100620,Restaurant_93,Indian,14.65,Weekday,4,34,19
1478451,101042,Restaurant_105,Chinese,16.58,Weekday,5,34,20
1478452,100662,Restaurant_113,American,12.58,Weekday,4,28,22
1478453,100758,Restaurant_34,Italian,15.08,Weekday,5,23,21
1478454,100289,Restaurant_70,American,17.18,Weekday,3,22,32
1478455,100721,Restaurant_114,Southern,26.76,Weekday,5,30,28
1478456,100638,Restaurant_175,Mexican,20.3,Weekday,Not given,20,29
1478457,100235,Restaurant_135,Chinese,33.66,Weekday,Not given,31,24
1478458,100416,Restaurant_158,Thai,5.77,Weekday,4,21,26
1478459,100938,Restaurant_140,Mexican,20.03,Weekday,5,25,21
1478460,100499,Restaurant_111,Chinese,22.55,Weekday,5,28,21
1478461,100974,Restaurant_35,French,32.94,Weekday,Not given,24,25
1478462,100634,Restaurant_121,Middle Eastern,5.99,Weekday,4,23,27
1478463,101020,Restaurant_115,Japanese,22.21,Weekday,5,32,29
1478464,100115,Restaurant_113,American,30.88,Weekday,5,24,32
1478465,100932,Restaurant_81,Indian,11.96,Weekday,5,28,21
1478466,100674,Restaurant_92,Thai,31.58,Weekday,Not given,31,20
1478467,101035,Restaurant_56,American,5.06,Weekend,5,32,25
1478468,100206,Restaurant_89,Chinese,27.13,Weekday,4,26,22
1478469,100247,Restaurant_35,Mediterranean,33.34,Weekday,4,27,15
1478470,100758,Restaurant_141,American,24.8,Weekday,4,34,22
1478471,101151,Restaurant_35,Thai,18.05,Weekday,Not given,23,22
1478472,100147,Restaurant_12,Mexican,5.86,Weekday,Not given,30,17
1478473,100118,Restaurant_70,Italian,32.94,Weekday,4,27,19
1478474,100412,Restaurant_120,American,19.02,Weekday,5,25,17
1478475,100363,Restaurant_70,French,5.37,Weekday,4,24,29
1478476,100137,Restaurant_51,Italian,25.81,Weekday,4,32,28
1478477,101199,Restaurant_102,Mexican,19.38,Weekend,4,31,29
1478478,100958,Restaurant_56,Japanese,8.32,Weekend,3,26,31
1478479,100019,Restaurant_162,Japanese,11.1,Weekend,5,25,32
1478480,100195,Restaurant_158,Korean,6.47,Weekend,3,22,16
1478481,100330,Restaurant_87,Mexican,22.24,Weekday,5,24,26
1478482,100175,Restaurant_55,Italian,23.72,Weekday,Not given,28,30
1478483,101002,Restaurant_136,Korean,20.12,Weekday,5,26,18
1478484,100449,Restaurant_6,Indian,29.75,Weekday,Not given,31,16
1478485,100946,Restaurant_77,Chinese,31.11,Weekend,5,23,28
1478486,100141,Restaurant_56,American,23.52,Weekday,4,26,25
1478487,100758,Restaurant_158,Middle Eastern,4.86,Weekend,Not given,24,27
1478488,100930,Restaurant_2,Italian,25.98,Weekday,5,30,21
1478489,100093,Restaurant_98,Japanese,17.4,Weekend,Not given,32,24
1478490,100239,Restaurant_137,Mexican,21.97,Weekday,3,34,15
1478491,100205,Restaurant_81,Chinese,24.55,Weekday,4,35,18
1478492,100560,Restaurant_12,Indian,15.31,Weekday,5,21,32
1478493,100245,Restaurant_176,American,32.85,Weekday,4,32,20
1478494,100832,Restaurant_89,Italian,8.62,Weekday,4,25,16
1478495,100925,Restaurant_114,Mexican,25.25,Weekday,4,35,17
1478496,100295,Restaurant_45,Italian,4.6,Weekend,Not given,26,28
1478497,100640,Restaurant_81,Thai,33.08,Weekday,4,27,22
1478498,100856,Restaurant_70,French,7.95,Weekday,5,25,30
1478499,100017,Restaurant_12,Thai,7.41,Weekday,5,27,32
1478500,100071,Restaurant_17,American,14.77,Weekend,5,35,20
1478501,100305,Restaurant_151,Chinese,16.03,Weekday,5,26,28
1478502,101031,Restaurant_46,Mexican,11.1,Weekday,Not given,21,17
1478503,100817,Restaurant_35,Southern,22.57,Weekday,Not given,33,30
1478504,101127,Restaurant_87,French,18.17,Weekday,5,25,15
1478505,100821,Restaurant_140,Middle Eastern,5.53,Weekday,Not given,28,26
1478506,100193,Restaurant_12,Chinese,14.36,Weekday,4,31,28
1478507,100529,Restaurant_105,Italian,29.54,Weekday,Not given,25,23
1478508,100171,Restaurant_23,Mexican,25.81,Weekday,Not given,23,21
1478509,100251,Restaurant_5,American,26.9,Weekday,Not given,26,28
1478510,100541,Restaurant_10,American,26.07,Weekday,5,22,19
1478511,100416,Restaurant_151,Southern,14.09,Weekday,5,24,32
1478512,100794,Restaurant_22,Chinese,7.55,Weekend,5,20,23
1478513,101168,Restaurant_8,Chinese,12.9,Weekday,Not given,34,21
1478514,100025,Restaurant_70,American,30.21,Weekend,5,29,23
1478515,100668,Restaurant_151,Southern,34.81,Weekday,Not given,22,18
1478516,101097,Restaurant_51,Indian,19.75,Weekday,5,27,31
1478517,100632,Restaurant_70,Japanese,4.77,Weekday,Not given,28,26
1478518,101117,Restaurant_8,Mediterranean,8.8,Weekend,5,28,20
1478519,100505,Restaurant_71,Italian,14.44,Weekday,5,34,32
1478520,100336,Restaurant_105,Indian,22.37,Weekend,5,29,22
1478521,100425,Restaurant_105,American,6.79,Weekend,4,21,29
1478522,100499,Restaurant_56,Chinese,33.66,Weekday,5,23,17
1478523,100947,Restaurant_54,French,15.77,Weekday,Not given,24,16
1478524,100630,Restaurant_17,Thai,32.71,Weekday,5,34,23
1478525,100718,Restaurant_66,Italian,28.62,Weekday,5,22,22
1478526,100339,Restaurant_13,Italian,27.84,Weekend,Not given,32,18
1478527,100659,Restaurant_140,Mexican,23.24,Weekend,5,30,16
1478528,100962,Restaurant_173,American,23.86,Weekday,Not given,20,28
1478529,100429,Restaurant_175,Chinese,24.21,Weekday,Not given,25,16
1478530,100899,Restaurant_155,Chinese,23.92,Weekend,5,33,16
1478531,100139,Restaurant_113,Chinese,21.6,Weekday,5,34,21
1478532,100942,Restaurant_128,French,34.99,Weekend,5,29,26
1478533,100542,Restaurant_51,Chinese,27.13,Weekday,Not given,21,20
1478534,100057,Restaurant_116,Chinese,28.51,Weekday,4,35,32
1478535,100658,Restaurant_74,Mexican,31.46,Weekday,3,28,18
1478536,100435,Restaurant_81,Middle Eastern,11.14,Weekday,Not given,20,27
1478537,100384,Restaurant_140,Chinese,7.06,Weekday,5,30,16
1478538,100560,Restaurant_51,American,19.41,Weekday,Not given,28,22
1478539,100194,Restaurant_54,Italian,20.38,Weekday,Not given,35,23
1478540,100534,Restaurant_160,Thai,30.12,Weekend,4,26,18
1478541,100518,Restaurant_10,Mexican,18.2,Weekend,Not given,30,30
1478542,100716,Restaurant_81,French,22.13,Weekday,Not given,32,24
1478543,100751,Restaurant_157,Korean,20.78,Weekday,5,29,20
1478544,100185,Restaurant_113,French,5.65,Weekday,4,21,30
1478545,100292,Restaurant_95,Indian,23.5,Weekday,4,33,24
1478546,100732,Restaurant_50,Mexican,30.09,Weekday,5,25,27
1478547,100116,Restaurant_56,American,9.34,Weekday,Not given,27,23
1478548,100825,Restaurant_155,Vietnamese,22.86,Weekday,5,34,21
1478549,101073,Restaurant_102,Italian,22.84,Weekday,Not given,21,18
1478550,100685,Restaurant_89,American,9.55,Weekday,4,35,18
1478551,100082,Restaurant_13,Japanese,8.29,Weekday,5,34,26
1478552,100834,Restaurant_2,Chinese,34.79,Weekend,Not given,24,27
1478553,100333,Restaurant_172,Indian,16.65,Weekday,Not given,32,18
1478554,100557,Restaurant_68,Indian,11.51,Weekday,4,31,24
1478555,100335,Restaurant_113,Italian,9.77,Weekday,5,30,21
1478556,100532,Restaurant_12,French,25.13,Weekday,5,25,19
1478557,100221,Restaurant_123,Chinese,23.33,Weekend,5,22,31
1478558,100635,Restaurant_162,Italian,24.38,Weekday,5,33,32
1478559,100323,Restaurant_105,Mexican,7.19,Weekend,4,31,25
1478560,100003,Restaurant_26,Japanese,32.12,Weekday,Not given,21,29
1478561,100206,Restaurant_107,Thai,16.51,Weekday,4,35,21
1478562,100040,Restaurant_140,Italian,14.17,Weekend,Not given,34,32
1478563,100059,Restaurant_70,Indian,18.78,Weekday,3,30,20
1478564,100951,Restaurant_155,American,16.54,Weekday,4,25,32
1478565,100574,Restaurant_119,Southern,31.19,Weekday,Not given,22,30
1478566,100644,Restaurant_155,Italian,33.22,Weekday,4,21,16
1478567,100843,Restaurant_115,Japanese,13.86,Weekend,Not given,34,15
1478568,101146,Restaurant_27,American,31.2,Weekday,5,20,25
1478569,100619,Restaurant_53,Chinese,28.65,Weekday,5,33,19
1478570,100096,Restaurant_36,Mexican,33.27,Weekday,Not given,27,30
1478571,100898,Restaurant_155,Middle Eastern,12.07,Weekday,4,20,15
1478572,101086,Restaurant_140,Mexican,22.32,Weekday,Not given,31,28
1478573,100561,Restaurant_122,Southern,12.96,Weekday,Not given,34,17
1478574,100905,Restaurant_53,Mexican,29.97,Weekday,5,24,16
1478575,100348,Restaurant_35,Mexican,4.63,Weekend,4,30,19
1478576,100671,Restaurant_140,American,21.95,Weekday,5,25,31
1478577,101148,Restaurant_77,French,14.96,Weekday,4,35,32
1478578,100317,Restaurant_44,Chinese,14.45,Weekend,Not given,30,15
1478579,100719,Restaurant_114,Mediterranean,24.42,Weekday,5,31,29
1478580,101072,Restaurant_8,Mediterranean,30.81,Weekday,4,31,23
1478581,101160,Restaurant_54,Southern,23.32,Weekday,Not given,22,19
1478582,100250,Restaurant_76,Mexican,30.87,Weekday,5,33,27
1478583,100314,Restaurant_34,Japanese,12.66,Weekday,Not given,35,24
1478584,100807,Restaurant_179,Thai,20.54,Weekend,4,26,28
1478585,100485,Restaurant_37,American,18.41,Weekday,Not given,21,26
1478586,100044,Restaurant_26,Indian,4.83,Weekday,5,26,25
1478587,100571,Restaurant_36,American,21.7,Weekend,5,21,21
1478588,100583,Restaurant_140,Mexican,24.94,Weekday,4,35,31
1478589,101116,Restaurant_70,American,22.78,Weekday,5,24,32
1478590,100895,Restaurant_105,Chinese,27.25,Weekday,Not given,26,21
1478591,100220,Restaurant_2,Italian,22.15,Weekend,5,35,20
1478592,100925,Restaurant_4,Italian,6.54,Weekday,Not given,30,25
1478593,100401,Restaurant_71,Indian,8.07,Weekday,4,30,26
1478594,100727,Restaurant_142,American,22.92,Weekday,5,33,30
1478595,100991,Restaurant_155,Mexican,12.98,Weekday,5,22,25
1478596,100899,Restaurant_12,Chinese,6.93,Weekday,4,33,30
1478597,100858,Restaurant_94,Indian,17.76,Weekday,4,35,26
1478598,100804,Restaurant_157,Indian,21.62,Weekend,5,30,22
1478599,100490,Restaurant_70,Mexican,14.64,Weekday,Not given,23,17
1478600,100938,Restaurant_150,Thai,26.76,Weekday,5,20,16
1478601,100844,Restaurant_28,Italian,24.39,Weekend,4,35,20
1478602,100267,Restaurant_162,Thai,14.77,Weekend,4,22,30
1478603,100054,Restaurant_140,Italian,27.83,Weekday,5,28,29
1478604,100528,Restaurant_164,Mexican,24.54,Weekday,Not given,29,28
1478605,100616,Restaurant_122,Indian,24.19,Weekday,5,24,16
1478606,101083,Restaurant_63,American,21.59,Weekend,5,34,32
1478607,101064,Restaurant_163,Japanese,4.82,Weekend,5,34,28
1478608,100955,Restaurant_51,Indian,26.02,Weekday,4,27,32
1478609,100386,Restaurant_56,Chinese,16.1,Weekend,4,21,16
1478610,100734,Restaurant_128,American,33.63,Weekday,Not given,22,15
1478611,100716,Restaurant_140,American,29.78,Weekday,5,26,16
1478612,100650,Restaurant_160,Southern,22.65,Weekday,5,33,23
1478613,100300,Restaurant_36,Japanese,12.27,Weekend,Not given,29,23
1478614,100395,Restaurant_141,American,10.77,Weekday,5,23,30
1478615,100593,Restaurant_137,Italian,15.0,Weekend,Not given,28,25
1478616,100514,Restaurant_12,Indian,19.22,Weekend,5,33,20
1478617,100396,Restaurant_70,French,13.63,Weekday,Not given,26,26
1478618,100371,Restaurant_51,American,20.4,Weekday,5,33,17
1478619,100858,Restaurant_53,Chinese,9.59,Weekday,4,30,26
1478620,100791,Restaurant_179,Mediterranean,34.72,Weekday,5,31,15
1478621,100658,Restaurant_117,American,7.81,Weekday,5,20,23
1478622,100736,Restaurant_135,Chinese,33.3,Weekday,5,23,20
1478623,100384,Restaurant_177,Korean,32.74,Weekend,5,29,25
1478624,100062,Restaurant_68,Indian,20.72,Weekday,5,30,17
1478625,100505,Restaurant_141,Chinese,26.9,Weekday,4,25,18
1478626,100239,Restaurant_70,American,17.96,Weekday,4,25,24
1478627,100195,Restaurant_155,American,23.96,Weekday,Not given,29,20
1478628,100678,Restaurant_35,Chinese,15.01,Weekday,3,25,15
1478629,100061,Restaurant_166,Mediterranean,13.79,Weekday,4,24,22
1478630,101153,Restaurant_42,Italian,22.36,Weekend,4,22,22
1478631,100990,Restaurant_54,Japanese,19.88,Weekday,4,21,20
1478632,100685,Restaurant_140,Mediterranean,22.4,Weekend,4,22,31
1478633,100156,Restaurant_70,Italian,13.34,Weekend,Not given,28,15
1478634,100923,Restaurant_113,Chinese,15.82,Weekday,5,22,29
1478635,100868,Restaurant_71,Mexican,7.07,Weekend,5,22,27
1478636,100903,Restaurant_138,Mediterranean,6.09,Weekday,3,20,17
1478637,100999,Restaurant_44,French,12.31,Weekend,5,21,16
1478638,100975,Restaurant_12,American,6.77,Weekday,Not given,30,17
1478639,100388,Restaurant_53,Japanese,7.68,Weekend,Not given,31,23
1478640,100887,Restaurant_77,Indian,29.62,Weekend,5,22,30
1478641,100838,Restaurant_35,Mediterranean,5.67,Weekend,5,21,27
1478642,100340,Restaurant_63,American,24.86,Weekend,4,27,32
1478643,100204,Restaurant_70,Mexican,12.9,Weekday,4,25,26
1478644,100161,Restaurant_10,Middle Eastern,31.44,Weekday,5,26,26
1478645,100392,Restaurant_108,Italian,19.48,Weekday,Not given,20,15
1478646,100769,Restaurant_155,Mexican,13.92,Weekday,4,25,22
1478647,100575,Restaurant_34,American,20.49,Weekday,5,21,31
1478648,100534,Restaurant_113,Chinese,16.29,Weekday,5,32,21
1478649,101094,Restaurant_121,Chinese,21.93,Weekend,Not given,34,23
1478650,100893,Restaurant_70,Southern,8.01,Weekday,5,25,31
1478651,100405,Restaurant_128,Chinese,35.32,Weekend,Not given,22,24
1478652,100608,Restaurant_70,Mexican,17.64,Weekday,4,26,18
1478653,100828,Restaurant_87,Japanese,15.24,Weekend,4,22,21
1478654,101144,Restaurant_2,American,26.44,Weekend,Not given,28,21
1478655,100690,Restaurant_127,Mexican,15.73,Weekday,Not given,22,22
1478656,100902,Restaurant_121,Thai,30.25,Weekday,5,26,22
1478657,100056,Restaurant_8,Middle Eastern,18.53,Weekend,5,31,30
1478658,100366,Restaurant_66,Indian,26.73,Weekday,Not given,23,26
1478659,100455,Restaurant_178,Japanese,7.79,Weekday,4,27,29
1478660,100104,Restaurant_70,American,30.65,Weekday,5,33,22
1478661,100077,Restaurant_87,Southern,27.23,Weekday,Not given,21,23
1478662,100230,Restaurant_155,American,11.02,Weekday,5,27,17
1478663,100331,Restaurant_135,Thai,8.97,Weekday,5,28,30
1478664,100893,Restaurant_107,Chinese,14.26,Weekday,5,32,29
1478665,100688,Restaurant_141,Southern,34.67,Weekday,4,27,18
1478666,100027,Restaurant_155,Japanese,12.42,Weekend,3,25,30
1478667,100299,Restaurant_74,Thai,18.58,Weekday,5,29,24
1478668,100957,Restaurant_77,Chinese,5.4,Weekend,5,20,25
1478669,100799,Restaurant_70,Italian,16.76,Weekday,5,26,19
1478670,101115,Restaurant_174,Indian,22.15,Weekday,3,20,25
1478671,100480,Restaurant_128,Thai,33.96,Weekday,5,26,27
1478672,100573,Restaurant_12,American,20.46,Weekday,Not given,33,29
1478673,100458,Restaurant_155,Korean,29.81,Weekday,5,21,20
1478674,100365,Restaurant_81,Mediterranean,21.4,Weekday,Not given,27,30
1478675,100859,Restaurant_12,Chinese,5.73,Weekday,5,21,29
1478676,100351,Restaurant_97,French,14.22,Weekday,Not given,22,25
1478677,100253,Restaurant_70,Mexican,22.28,Weekday,5,32,16
1478678,100781,Restaurant_155,Mexican,33.88,Weekday,5,31,16
1478679,100803,Restaurant_36,Chinese,31.05,Weekday,Not given,22,26
1478680,101012,Restaurant_148,Indian,11.54,Weekend,Not given,20,30
1478681,100459,Restaurant_102,Japanese,11.28,Weekday,4,24,16
1478682,100917,Restaurant_10,Italian,10.69,Weekday,Not given,24,31
1478683,100499,Restaurant_175,Indian,33.01,Weekend,4,29,28
1478684,100950,Restaurant_89,Japanese,30.85,Weekday,Not given,24,30
1478685,100508,Restaurant_52,Japanese,28.44,Weekday,5,33,19
1478686,100501,Restaurant_76,American,16.62,Weekend,4,32,24
1478687,100803,Restaurant_155,Middle Eastern,20.08,Weekday,4,28,31
1478688,100598,Restaurant_53,Italian,18.84,Weekday,5,25,27
1478689,100166,Restaurant_35,Chinese,12.31,Weekday,Not given,25,30
1478690,100462,Restaurant_26,Chinese,20.1,Weekday,5,22,23
1478691,100920,Restaurant_53,Mexican,5.41,Weekday,5,24,18
1478692,100114,Restaurant_140,Mediterranean,8.55,Weekday,4,29,30
1478693,100992,Restaurant_77,Italian,31.9,Weekday,3,26,25
1478694,100207,Restaurant_44,Thai,27.73,Weekday,5,22,21
1478695,100515,Restaurant_34,American,17.55,Weekend,4,21,31
1478696,100709,Restaurant_56,Mexican,20.47,Weekend,Not given,24,27
1478697,101149,Restaurant_164,Spanish,15.92,Weekday,5,22,18
1478698,100138,Restaurant_56,Thai,27.39,Weekday,3,24,28
1478699,100339,Restaurant_179,Chinese,28.73,Weekday,Not given,28,24
1478700,100537,Restaurant_81,Mexican,28.09,Weekday,4,30,24
1478701,100068,Restaurant_35,Chinese,26.83,Weekday,Not given,29,24
1478702,100383,Restaurant_155,Italian,10.8,Weekday,Not given,20,26
1478703,100019,Restaurant_75,Thai,14.93,Weekend,4,23,16
1478704,100683,Restaurant_131,Thai,19.01,Weekday,4,29,23
1478705,100074,Restaurant_179,Chinese,14.7,Weekday,Not given,34,19
1478706,100573,Restaurant_9,Southern,27.83,Weekday,4,35,22
1478707,100939,Restaurant_13,Indian,14.66,Weekday,Not given,24,28
1478708,101072,Restaurant_135,Italian,8.75,Weekend,5,21,21
1478709,100211,Restaurant_51,Mexican,16.82,Weekend,5,31,21
1478710,100855,Restaurant_35,Indian,34.79,Weekend,5,21,23
1478711,100651,Restaurant_8,Mexican,11.46,Weekday,5,20,17
1478712,100994,Restaurant_2,Mexican,23.41,Weekday,5,33,28
1478713,100695,Restaurant_140,Mexican,17.87,Weekday,Not given,27,31
1478714,100540,Restaurant_29,American,6.67,Weekday,3,21,32
1478715,100901,Restaurant_76,French,19.56,Weekday,3,22,26
1478716,100780,Restaurant_113,Mexican,26.19,Weekend,4,34,28
1478717,101137,Restaurant_70,American,20.35,Weekday,Not given,31,27
1478718,100170,Restaurant_3,Thai,31.45,Weekday,4,21,28
1478719,101038,Restaurant_140,Southern,13.41,Weekday,Not given,23,23
1478720,100288,Restaurant_2,Southern,7.14,Weekday,5,33,16
1478721,100189,Restaurant_140,Italian,33.45,Weekday,Not given,20,25
1478722,100914,Restaurant_155,American,16.17,Weekend,Not given,22,31
1478723,101179,Restaurant_70,Mexican,22.3,Weekend,5,24,16
1478724,100694,Restaurant_93,American,28.97,Weekend,4,29,21
1478725,100888,Restaurant_77,Southern,14.5,Weekday,4,20,32
1478726,100471,Restaurant_70,Chinese,26.63,Weekday,5,35,27
1478727,101099,Restaurant_155,Chinese,8.66,Weekday,4,23,19
1478728,100277,Restaurant_155,Italian,13.48,Weekday,5,25,32
1478729,100940,Restaurant_56,Italian,8.95,Weekend,5,34,30
1478730,100571,Restaurant_114,French,29.57,Weekday,Not given,23,29
1478731,100857,Restaurant_160,Italian,11.36,Weekday,3,26,22
1478732,101001,Restaurant_171,American,26.67,Weekday,Not given,33,29
1478733,100458,Restaurant_88,Chinese,33.66,Weekday,3,26,15
1478734,100918,Restaurant_74,Mexican,20.8,Weekend,5,25,31
1478735,100833,Restaurant_51,American,21.18,Weekday,4,28,29
1478736,101088,Restaurant_170,Indian,18.73,Weekday,3,21,28
1478737,100839,Restaurant_32,Indian,14.55,Weekday,Not given,32,28
1478738,100193,Restaurant_106,Japanese,19.19,Weekday,5,29,24
1478739,100616,Restaurant_51,Southern,23.12,Weekend,Not given,27,16
1478740,100406,Restaurant_51,Mediterranean,34.98,Weekend,Not given,27,20
1478741,100943,Restaurant_70,Southern,33.48,Weekend,3,30,31
1478742,100721,Restaurant_179,Chinese,31.15,Weekend,Not given,29,19
1478743,100093,Restaurant_10,American,31.98,Weekday,4,33,19
1478744,100430,Restaurant_105,Chinese,18.95,Weekday,Not given,33,29
1478745,100654,Restaurant_12,Mediterranean,24.81,Weekday,Not given,30,29
1478746,100434,Restaurant_34,Vietnamese,32.16,Weekday,5,23,25
